

lambda(m), Y
1.01158e-06, 0.500319
1.01254e-06, 0.473168
1.0135e-06, 0.475413
1.01446e-06, 0.502099
1.01542e-06, 0.5251
1.01638e-06, 0.535675
1.01734e-06, 0.535424
1.0183e-06, 0.526682
1.01926e-06, 0.511155
1.02022e-06, 0.491439
1.02118e-06, 0.471441
1.02214e-06, 0.452117
1.0231e-06, 0.428759
1.02406e-06, 0.395788
1.02502e-06, 0.35166
1.02598e-06, 0.300241
1.02694e-06, 0.250224
1.0279e-06, 0.212219
1.02886e-06, 0.19252
1.02982e-06, 0.188314
1.03078e-06, 0.196271
1.03174e-06, 0.22734
1.0327e-06, 0.286364
1.03366e-06, 0.352058
1.03462e-06, 0.405773
1.03558e-06, 0.443572
1.03654e-06, 0.467566
1.0375e-06, 0.479831
1.03846e-06, 0.481687
1.03942e-06, 0.474692
1.04038e-06, 0.460364
1.04134e-06, 0.439312
1.0423e-06, 0.413077
1.04326e-06, 0.396297
1.04422e-06, 0.40544
1.04518e-06, 0.433726
1.04614e-06, 0.469782
1.0471e-06, 0.504308
1.04806e-06, 0.533066
1.04902e-06, 0.555212
1.04998e-06, 0.570766
1.05095e-06, 0.580936
1.05191e-06, 0.587761
1.05287e-06, 0.5918
1.05383e-06, 0.592246
1.05479e-06, 0.58947
1.05575e-06, 0.584635
1.05671e-06, 0.57764
1.05767e-06, 0.568548
1.05863e-06, 0.558832
1.05959e-06, 0.548736
1.06055e-06, 0.536243
1.06151e-06, 0.519988
1.06247e-06, 0.499587
1.06343e-06, 0.472352
1.06439e-06, 0.434115
1.06535e-06, 0.382734
1.06631e-06, 0.318918
1.06727e-06, 0.252636
1.06823e-06, 0.211409
1.06919e-06, 0.220325
1.07015e-06, 0.269918
1.07111e-06, 0.328298
1.07207e-06, 0.370927
1.07303e-06, 0.385746
1.07399e-06, 0.368942
1.07495e-06, 0.333043
1.07591e-06, 0.316329
1.07687e-06, 0.345318
1.07783e-06, 0.396614
1.07879e-06, 0.439723
1.07975e-06, 0.465084
1.08071e-06, 0.473447
1.08167e-06, 0.46781
1.08263e-06, 0.452407
1.08359e-06, 0.431544
1.08455e-06, 0.410103
1.08551e-06, 0.394391
1.08647e-06, 0.388646
1.08743e-06, 0.393565
