

lambda(m), Y
6.65467e-07, 0.255732
6.65947e-07, 0.255168
6.66427e-07, 0.254669
6.66907e-07, 0.253904
6.67387e-07, 0.253325
6.67867e-07, 0.252726
6.68347e-07, 0.251879
6.68827e-07, 0.251183
6.69307e-07, 0.250367
6.69787e-07, 0.249318
6.70267e-07, 0.248348
6.70747e-07, 0.247156
6.71227e-07, 0.245755
6.71707e-07, 0.244354
6.72187e-07, 0.242653
6.72667e-07, 0.240798
6.73147e-07, 0.238909
6.73627e-07, 0.236706
6.74107e-07, 0.234469
6.74587e-07, 0.23226
6.75068e-07, 0.229817
6.75548e-07, 0.227521
6.76028e-07, 0.225385
6.76508e-07, 0.223129
6.76988e-07, 0.221143
6.77468e-07, 0.219367
6.77948e-07, 0.217472
6.78428e-07, 0.215788
6.78908e-07, 0.214186
6.79388e-07, 0.212361
6.79868e-07, 0.210626
6.80348e-07, 0.208828
6.80828e-07, 0.206779
6.81308e-07, 0.204877
6.81788e-07, 0.202943
6.82268e-07, 0.200861
6.82748e-07, 0.199153
6.83228e-07, 0.197603
6.83708e-07, 0.196
6.84188e-07, 0.194945
6.84668e-07, 0.19426
6.85149e-07, 0.19355
6.85629e-07, 0.193378
6.86109e-07, 0.19373
6.86589e-07, 0.194115
6.87069e-07, 0.194913
6.87549e-07, 0.196272
6.88029e-07, 0.197784
6.88509e-07, 0.199602
6.88989e-07, 0.201856
6.89469e-07, 0.204321
6.89949e-07, 0.207062
6.90429e-07, 0.210041
6.90909e-07, 0.213106
6.91389e-07, 0.216416
6.91869e-07, 0.219841
6.92349e-07, 0.223123
6.92829e-07, 0.226492
6.93309e-07, 0.22991
6.93789e-07, 0.233053
6.94269e-07, 0.236087
6.94749e-07, 0.23903
6.9523e-07, 0.241612
6.9571e-07, 0.244044
6.9619e-07, 0.24638
6.9667e-07, 0.248206
6.9715e-07, 0.249691
6.9763e-07, 0.251252
6.9811e-07, 0.252702
6.9859e-07, 0.253797
6.9907e-07, 0.254416
6.9955e-07, 0.254455
7.0003e-07, 0.254448
7.0051e-07, 0.255068
7.0099e-07, 0.256148
7.0147e-07, 0.257374
7.0195e-07, 0.258791
7.0243e-07, 0.260233
7.0291e-07, 0.261599
7.0339e-07, 0.263095
7.0387e-07, 0.264593
7.0435e-07, 0.265918
7.0483e-07, 0.267297
7.05311e-07, 0.268704
7.05791e-07, 0.269894
7.06271e-07, 0.27105
7.06751e-07, 0.272265
7.07231e-07, 0.273285
7.07711e-07, 0.27421
7.08191e-07, 0.275243
7.08671e-07, 0.276192
7.09151e-07, 0.277069
7.09631e-07, 0.278138
7.10111e-07, 0.279317
7.10591e-07, 0.280533
7.11071e-07, 0.282032
7.11551e-07, 0.283828
7.12031e-07, 0.285766
7.12511e-07, 0.287974
7.12991e-07, 0.290505
7.13471e-07, 0.293147
7.13951e-07, 0.295876
7.14431e-07, 0.298738
7.14911e-07, 0.301555
7.15392e-07, 0.304204
7.15872e-07, 0.306722
7.16352e-07, 0.30903
7.16832e-07, 0.311012
7.17312e-07, 0.312673
7.17792e-07, 0.314017
7.18272e-07, 0.314998
7.18752e-07, 0.3156
7.19232e-07, 0.315828
7.19712e-07, 0.315722
7.20192e-07, 0.315305
7.20672e-07, 0.314549
7.21152e-07, 0.313535
7.21632e-07, 0.312406
7.22112e-07, 0.311146
7.22592e-07, 0.309775
7.23072e-07, 0.308518
7.23552e-07, 0.307427
7.24032e-07, 0.306359
7.24512e-07, 0.305434
7.24992e-07, 0.304798
7.25473e-07, 0.30422
7.25953e-07, 0.303584
7.26433e-07, 0.303102
7.26913e-07, 0.30269
7.27393e-07, 0.302067
7.27873e-07, 0.301397
7.28353e-07, 0.300881
7.28833e-07, 0.300289
7.29313e-07, 0.299605
7.29793e-07, 0.299191
7.30273e-07, 0.299039
7.30753e-07, 0.298933
7.31233e-07, 0.299095
7.31713e-07, 0.299723
7.32193e-07, 0.300545
7.32673e-07, 0.301473
7.33153e-07, 0.302748
7.33633e-07, 0.304264
7.34113e-07, 0.305731
7.34593e-07, 0.307256
7.35074e-07, 0.308962
7.35554e-07, 0.310602
7.36034e-07, 0.312083
7.36514e-07, 0.313599
7.36994e-07, 0.31511
7.37474e-07, 0.316425
7.37954e-07, 0.317627
7.38434e-07, 0.31884
7.38914e-07, 0.319947
7.39394e-07, 0.320894
7.39874e-07, 0.321805
7.40354e-07, 0.3227
7.40834e-07, 0.323505
7.41314e-07, 0.324253
7.41794e-07, 0.325005
7.42274e-07, 0.32575
7.42754e-07, 0.32648
7.43234e-07, 0.327202
7.43714e-07, 0.327901
7.44194e-07, 0.3286
7.44674e-07, 0.32929
7.45155e-07, 0.329878
7.45635e-07, 0.33036
7.46115e-07, 0.330815
7.46595e-07, 0.331164
7.47075e-07, 0.331278
7.47555e-07, 0.331266
7.48035e-07, 0.331222
7.48515e-07, 0.330972
7.48995e-07, 0.330446
7.49475e-07, 0.329871
7.49955e-07, 0.329266
7.50435e-07, 0.328382
7.50915e-07, 0.32728
7.51395e-07, 0.326238
7.51875e-07, 0.325137
7.52355e-07, 0.323729
7.52835e-07, 0.32223
7.53315e-07, 0.320876
7.53795e-07, 0.319413
7.54275e-07, 0.317679
7.54755e-07, 0.316008
7.55236e-07, 0.314521
7.55716e-07, 0.312882
7.56196e-07, 0.311069
7.56676e-07, 0.30946
7.57156e-07, 0.308033
7.57636e-07, 0.306443
7.58116e-07, 0.304811
7.58596e-07, 0.303484
7.59076e-07, 0.302307
7.59556e-07, 0.30099
7.60036e-07, 0.299758
7.60516e-07, 0.298868
7.60996e-07, 0.298071
7.61476e-07, 0.297166
7.61956e-07, 0.296423
7.62436e-07, 0.295978
7.62916e-07, 0.295535
7.63396e-07, 0.294986
7.63876e-07, 0.29459
7.64356e-07, 0.294367
7.64836e-07, 0.294021
7.65317e-07, 0.293525
7.65797e-07, 0.293098
7.66277e-07, 0.292682
7.66757e-07, 0.292025
7.67237e-07, 0.291162
7.67717e-07, 0.290274
7.68197e-07, 0.289272
7.68677e-07, 0.28797
7.69157e-07, 0.286443
7.69637e-07, 0.284835
7.70117e-07, 0.283062
7.70597e-07, 0.281005
7.71077e-07, 0.278748
7.71557e-07, 0.276402
7.72037e-07, 0.273919
7.72517e-07, 0.27124
7.72997e-07, 0.26844
7.73477e-07, 0.26561
7.73957e-07, 0.262764
7.74437e-07, 0.259898
7.74917e-07, 0.257064
7.75398e-07, 0.254347
7.75878e-07, 0.251817
7.76358e-07, 0.249497
7.76838e-07, 0.247377
7.77318e-07, 0.245497
7.77798e-07, 0.243936
7.78278e-07, 0.242672
7.78758e-07, 0.241574
7.79238e-07, 0.240601
7.79718e-07, 0.239815
7.80198e-07, 0.239154
7.80678e-07, 0.238399
7.81158e-07, 0.237478
7.81638e-07, 0.236516
7.82118e-07, 0.235493
7.82598e-07, 0.234183
7.83078e-07, 0.232546
7.83558e-07, 0.230812
7.84038e-07, 0.229054
7.84518e-07, 0.227065
7.84998e-07, 0.224819
7.85479e-07, 0.222627
7.85959e-07, 0.220645
7.86439e-07, 0.218662
7.86919e-07, 0.216604
7.87399e-07, 0.214787
7.87879e-07, 0.21341
7.88359e-07, 0.212241
7.88839e-07, 0.211103
7.89319e-07, 0.210245
7.89799e-07, 0.2099
7.90279e-07, 0.209849
7.90759e-07, 0.209825
7.91239e-07, 0.209986
7.91719e-07, 0.2106
7.92199e-07, 0.211528
7.92679e-07, 0.212467
7.93159e-07, 0.213474
7.93639e-07, 0.214824
7.94119e-07, 0.216493
7.94599e-07, 0.218205
7.9508e-07, 0.219911
7.9556e-07, 0.221842
7.9604e-07, 0.224076
7.9652e-07, 0.226417
7.97e-07, 0.228738
7.9748e-07, 0.231168
7.9796e-07, 0.233844
7.9844e-07, 0.236681
7.9892e-07, 0.239529
7.994e-07, 0.242394
7.9988e-07, 0.245397
8.0036e-07, 0.248566
8.0084e-07, 0.251796
8.0132e-07, 0.25499
8.018e-07, 0.258183
8.0228e-07, 0.261473
8.0276e-07, 0.264851
8.0324e-07, 0.268178
8.0372e-07, 0.271369
8.042e-07, 0.274513
8.0468e-07, 0.277707
8.05161e-07, 0.28085
8.05641e-07, 0.283753
8.06121e-07, 0.286424
8.06601e-07, 0.289032
8.07081e-07, 0.291579
8.07561e-07, 0.293845
8.08041e-07, 0.295731
8.08521e-07, 0.29742
8.09001e-07, 0.299047
8.09481e-07, 0.300455
8.09961e-07, 0.301464
8.10441e-07, 0.302216
8.10921e-07, 0.302959
8.11401e-07, 0.303645
8.11881e-07, 0.304055
8.12361e-07, 0.304226
8.12841e-07, 0.304435
8.13321e-07, 0.304738
8.13801e-07, 0.304888
8.14281e-07, 0.304772
8.14761e-07, 0.304606
8.15242e-07, 0.304533
8.15722e-07, 0.30433
8.16202e-07, 0.303747
8.16682e-07, 0.302897
8.17162e-07, 0.302007
8.17642e-07, 0.300973
8.18122e-07, 0.29949
8.18602e-07, 0.297541
8.19082e-07, 0.295398
8.19562e-07, 0.293141
8.20042e-07, 0.290514
8.20522e-07, 0.287373
8.21002e-07, 0.28394
8.21482e-07, 0.280448
8.21962e-07, 0.276789
8.22442e-07, 0.272754
8.22922e-07, 0.268437
8.23402e-07, 0.264116
8.23882e-07, 0.259855
8.24362e-07, 0.255491
8.24842e-07, 0.251001
8.25323e-07, 0.246607
8.25803e-07, 0.242467
8.26283e-07, 0.23852
8.26763e-07, 0.234711
8.27243e-07, 0.231182
8.27723e-07, 0.228093
8.28203e-07, 0.225422
8.28683e-07, 0.223107
8.29163e-07, 0.22125
8.29643e-07, 0.219991
8.30123e-07, 0.219272
8.30603e-07, 0.218939
8.31083e-07, 0.219026
8.31563e-07, 0.219695
8.32043e-07, 0.220909
8.32523e-07, 0.222384
8.33003e-07, 0.223971
8.33483e-07, 0.225832
